headline,description,category,source,url
'Danger behind the beauty': more solar storms could be heading our way   ,"Learn about the potential threat of solar storms and their impact on Earth's power grids, satellites, and even astronauts as experts warn of the danger lurking behind the stunning auroras witnessed around the world.",science,prothomalo,https://en.prothomalo.com/science-technology/science/by09ddpqa1
Second night of auroras seen 'extreme' solar storm,"Witness the spectacular celestial shows of the 'northern lights' as a powerful solar storm triggers auroras across the globe, from the United States to Tasmania and beyond. Experience the historic night through the eyes of astrophysicist Eric Lagadec and others, as solar particles and emotions charged the atmosphere.",science,prothomalo,https://en.prothomalo.com/science-technology/science/g11zxpvedg
First 'extreme' solar storm in 20 years brings spectacular auroras,"The most powerful solar storm in more than two decades struck Earth on Friday, triggering spectacular celestial light shows in skies from Tasmania to Britain",science,prothomalo,https://en.prothomalo.com/science-technology/science/9l7uukf3mn
T. rex is at the center of a debate over dinosaur intelligence,"Debate over dinosaur intelligence: A study by Vanderbilt University neuroscientist Suzana Herculano-Houzel suggests that Tyrannosaurus rex had intelligence comparable to primates, while a new study challenges this assertion, proposing a more holistic approach to assess dinosaur intelligence.",science,prothomalo,https://en.prothomalo.com/science-technology/science/ri5l0b6kdb
Orangutan’s use of medicinal plant to treat wound intrigues scientists,"Discover how a male Sumatran orangutan named Rakus used a medicinal plant to treat a facial wound, intriguing scientists. Learn about the plant's properties and how Rakus applied it to his injury, leading to a remarkable recovery.",science,prothomalo,https://en.prothomalo.com/science-technology/science/72yo6hccsk
NASA Mars helicopter sends last message to Earth,"Originally intended only to prove flight was possible in the ultra-thin Martian atmosphere through five test runs, Ingenuity defied all expectations",science,prothomalo,https://en.prothomalo.com/science-technology/science/i5kxxy1guy
NASA unveils probe bound for Jupiter’s possibly life-sustaining moon,"NASA unveils probe bound for Jupiter’s possibly life-sustaining moon, Europa, to investigate potential habitability for life in our solar system. The $5 billion probe is equipped with advanced instruments to study the moon's icy surface and search for conditions that could support life.",science,prothomalo,https://en.prothomalo.com/science-technology/science/5z7qw367wu
Huge star explosion to appear in sky in once-in-a-lifetime event,Don't miss the once-in-a-lifetime opportunity to witness a massive star explosion in the night sky. Find out how to see this space oddity in the Corona Borealis constellation.,science,prothomalo,https://en.prothomalo.com/science-technology/science/ukikxipjre
AI vs humans: Influencers face competition from virtual models,"Discover the rising competition between social media influencers and AI-generated models like Aitana Lopez. Explore how AI offers cost-effective alternatives, complete creative control, and a growing market opportunity. Learn how virtual influencers like Lil Miquela attract younger audiences and how human influencers leverage AI for better videos and translations.",science,prothomalo,https://en.prothomalo.com/science-technology/science/r38ej727ly
The universe's accelerated expansion might be slowing down,"New findings suggest that the universe's accelerated expansion may be slowing down, raising questions about the nature of dark energy. Early results from the Dark Energy Spectroscopic Instrument (DESI) reveal the largest-ever 3D map of the universe, showing changes in the speed of galaxies over time. ",science,prothomalo,https://en.prothomalo.com/science-technology/science/rfuudljp7d
What do scientists hope to learn from total solar eclipse in US? ,"Discover the scientific wonders of the total solar eclipse in the US. From studying the Sun's atmosphere to observing animal behaviors, scientists hope to unlock valuable insights. Join the excitement and learn more about this celestial event.",science,prothomalo,https://en.prothomalo.com/science-technology/science/z7dch48ta5
Milky Way's black hole surrounded by strong magnetic fields: astronomers,"Astronomers discover strong magnetic fields surrounding Milky Way's black hole, similar to those observed in M87 Galaxy. Images from the Event Horizon Telescope reveal the structure and strength of these magnetic fields. Find out more about this universal feature of black holes.",science,prothomalo,https://en.prothomalo.com/science-technology/science/vq4u71dc74
"No 'human era' in Earth's geological history, scientists say","Scientists reject the proposal for a distinct 'human era' in Earth's geological history despite evidence of significant human impact since the mid-20th century. The International Union of Geological Sciences upholds the decision, stating that the Anthropocene will not be recognized as a formal unit of the Geologic Time Scale. However, the term will continue to be widely used to describe human impact on the Earth system.",science,prothomalo,https://en.prothomalo.com/science-technology/science/udsspuhhvu
NASA touts space research in anti-cancer fight,"Thanks to such research, researchers will be able to make a drug that can be administered by injection in a doctor's office ",science,prothomalo,https://en.prothomalo.com/science-technology/science/odv9fjl73z
Creeping ice clouding vision of Europe space telescope Euclid,"Scientists work to melt ice hindering vision of Europe's space telescope Euclid, aiming to uncover mysteries of dark matter and dark energy. Technical setbacks persist, but researchers remain optimistic about completing the mission.",science,prothomalo,https://en.prothomalo.com/science-technology/science/fq24u5jlb7
Whale menopause sheds light on human evolutionary mystery,"Discover the evolutionary mystery of menopause in humans through the study of whales. Find out why some species, including killer whales and beluga whales, have evolved to live long after they stop reproducing. Uncover the role of matriarchy and the grandmother hypothesis in this fascinating research. Read more in this Nature publication.",science,prothomalo,https://en.prothomalo.com/science-technology/science/osxwfvrxyc
Not just humans: Bees and chimps can also pass on their skills,"Bumblebees and chimpanzees have the ability to learn complex skills from their peers, challenging the notion that this capability is unique to humans. Two studies reveal how social learning and cumulative culture play a role in the development of skills among these animals. This research highlights the importance of knowledge transfer in the animal kingdom.",science,prothomalo,https://en.prothomalo.com/science-technology/science/fywyqkqz4j
Japan Moon lander revives after lunar night,"Japan's Moon lander, SLIM, defies the odds by awakening after lunar night, conducting scientific observations with its high-spec camera. Despite challenges, Japan's space agency, JAXA, celebrates this triumph in their mission to explore the Moon's mantle and potential water resources. Get the latest update on this remarkable feat and Japan's space program's recent successes.",science,prothomalo,https://en.prothomalo.com/science-technology/science/n66rf1sdxx
Scientists identify neutron star born out of supernova seen in 1987,"Discover the birth of a neutron star from a 1987 supernova! Witness the findings from the James Webb Space Telescope, uncovering chemical evidence and the dense, compact remnants of a massive star's explosion. Explore the fascinating implications of this groundbreaking discovery in our universe.",science,prothomalo,https://en.prothomalo.com/science-technology/science/0do9cg5vmy
"America returns spaceship to the Moon, a private sector first","America returns spaceship to the Moon for the first time in over half a century with the landing of an uncrewed commercial robot, Odysseus. Follow the historic journey of this private sector achievement and NASA's plans for future lunar exploration. Exclusive images and details inside.",science,prothomalo,https://en.prothomalo.com/science-technology/science/6382i2113d
Studying the otherworldly sounds in Antarctic waters,"Explore the mysterious sounds of Antarctic waters and the groundbreaking research shedding light on marine life behavior and environmental impact. Colombian scientist Andrea Bonilla and her team from Cornell University delve into the depths, capturing the otherworldly sounds of whales, seals, and the impact of human activity. Dive into the world of underwater acoustics and the vital role sound plays in the Antarctic ecosystem.",science,prothomalo,https://en.prothomalo.com/science-technology/science/s3vwzxarzk
Putin says Russia is close to creating cancer vaccines,"Russian President Vladimir Putin announces breakthrough in cancer vaccine development, expressing hope for effective use in individual therapy. Details on the types of cancer targeted and progress in comparison to global efforts.",science,prothomalo,https://en.prothomalo.com/science-technology/science/ktojzum8g9
"Saturn's 'Death Star' moon has a hidden secret, a subsurface ocean","Discover the hidden secret of Saturn's 'Death Star' moon, Mimas, with a subsurface ocean recently confirmed by NASA's Cassini spacecraft. Could this ocean, formed less than 25 million years ago, hold clues to the conditions for life's emergence? Learn more about this intriguing discovery in our latest report.",science,prothomalo,https://en.prothomalo.com/science-technology/science/sp7n1u9w4x
Mars rover data confirms ancient lake sediments on the red planet,"Discover the latest findings from NASA's Perseverance rover confirming the presence of ancient lake sediments on Mars. The data, collected from ground-penetrating radar observations, supports the theory that Mars was once covered in water, potentially harboring microbial life. ",science,prothomalo,https://en.prothomalo.com/science-technology/science/3d9rnhix7e
NASA helicopter's mission ends after three years on Mars,"NASA's Ingenuity Mars helicopter, which made history with the first powered flight on another world, has concluded its nearly three-year mission after sustaining rotor damage. Despite challenges including dust storms and freezing conditions, the tissue-box sized aircraft exceeded expectations with 72 flights. Its legacy paves the way for future aerial exploration in our solar system. While the helicopter remains in communication with mission control, it is no longer capable of flight after sustaining damage during its last landing. The cause of the communications dropout and the helicopter's orientation at the time of touchdown are still under investigation. Ingenuity's impact will inform future flight missions on Mars, setting the stage for aerial exploration in the years to come.",science,prothomalo,https://en.prothomalo.com/science-technology/science/d6rffr6s6k
Japan counts down to precision 'moon sniper' landing mission,"Japan's 'moon sniper' mission aims for precision landing within 100 meters of its target, a feat crucial for moon water exploration and human habitability. As the country looks to boost its space program amid setbacks and competition from China, JAXA's unprecedented technology could give Japan an advantage in international missions like NASA's Artemis program. Follow the high-stakes mission and Japan's bid to become a major player in space exploration.",science,prothomalo,https://en.prothomalo.com/science-technology/science/tiqtew59mj
Scientists conclude New Mexico fossil is new Tyrannosaurus species,"Discover the new Tyrannosaurus species unearthed in New Mexico by scientists. Uncover the subtle differences from the famous T-rex, as they identify and name the fearsome apex predator as Tyrannosaurus mcraeensis. Dive into the study's findings and the debate among researchers about this groundbreaking discovery. Learn how this finding changes the understanding of Tyrannosaurus origins and its impact on the world of paleontology. Read more about this fascinating discovery now.",science,prothomalo,https://en.prothomalo.com/science-technology/science/zho6stlvfp
DNA from ancient Europeans reveals surprising multiple sclerosis origins,"Uncover the surprising origins of multiple sclerosis (MS) with ancient European DNA. Research reveals that genetic variants once protective against animal-borne diseases now increase MS risk. Discover pivotal migration events and how genetic traits evolved from beneficial to deleterious. Gain insights into the implications for MS research and treatment, and understand how the environment has shaped genetic predispositions for various diseases in modern Europeans.",science,prothomalo,https://en.prothomalo.com/science-technology/science/8c5pdcnocx
"Russia, NASA agree to continue joint ISS flights until 2025","Russia and NASA have agreed to extend joint ISS flights until 2025, ensuring continued cooperation in space exploration. The decision, announced by Russian corporation Roscosmos, aims to maintain the reliability of the ISS and guarantee the presence of representatives from both agencies on the respective segments. This rare area of collaboration between Moscow and Washington comes amidst geopolitical tensions, highlighting the enduring partnership in space exploration. Stay updated on this story of international cooperation in space exploration.",science,prothomalo,https://en.prothomalo.com/science-technology/science/ctp9gza06n
SpaceX launches secretive US military spacecraft on research mission,"SpaceX's Falcon Heavy rocket successfully launches the secretive US military X-37B drone on its seventh research mission, with little disclosed about its destination. The uncrewed spacecraft will conduct cutting-edge experiments in new orbital regimes, space domain awareness technologies, and radiation effects on materials. This launch marks the first time the X-37B is lifted off by the powerful Falcon Heavy, capable of carrying payloads deep into space. Follow this historic mission as the X-37B continues its enigmatic journey.",science,prothomalo,https://en.prothomalo.com/science-technology/science/dpvhim6pz3
Antarctic octopus DNA reveals ice sheet collapse closer than thought,"Discover how Antarctic octopus DNA unveils a looming ice sheet collapse, signaling a potential sea level rise of 3.3-5 meters. Scientists reveal that the West Antarctic Ice Sheet (WAIS) is closer to collapse than previously thought, with findings suggesting a tipping point is imminent. Learn how the study of octopus genes provides crucial insights into Antarctica's past and raises urgent questions about the future impact of climate change. Read more about this pioneering research in Science.",science,prothomalo,https://en.prothomalo.com/science-technology/science/2ufb8k0xgb
Chinese mourners use AI to digitally resurrect the dead,"Chinese mourners are turning to AI technology to create lifelike avatars of their departed loved ones, offering much-needed comfort for the bereaved. However, the use of advanced AI for bereavement support evokes unsettling themes from the British sci-fi series 'Black Mirror.' As the industry booms in China, experts caution that more research is needed to understand the psychological and ethical implications of these 'ghost bots.' Despite the potential comfort they offer, questions arise about the loyalty of these avatars to the original personality and the consent of the deceased. The technology's impact, both positive and negative, is a topic of ongoing debate.",science,prothomalo,https://en.prothomalo.com/science-technology/science/qhqizw9t1s
"Slow growth, high debt taking heavy toll on developing nations: UN","The report, entitled ""Rethinking development in the age of discontent"", called for new policies and multilateral support to help developing countries overcome their challenges.",Business,prothomalo,https://en.prothomalo.com/business/global/wkwgjnltxq
"Oil prices tumble as Iran fears ease, yen weakens after Japan polls","Investors are looking for details of any major stimulus package to be unveiled after the conclusion of a key political meeting in Beijing next week, which coincides with the US presidential election",Business,prothomalo,https://en.prothomalo.com/business/global/7r96gvumuy
"DSE hits record-low, main index falls below 5,000 amidst selling pressure","The Dhaka Stock Exchange (DSE) plunged to a record low on Sunday, closing with a 149.20-point drop as heightened selling pressure drove the DSE main index below the critical 5,000 mark.",Business,prothomalo,https://en.prothomalo.com/business/local/zhf4psmbhe
"High demand, low supply in open markets","On Thursday, in front of the Directorate of Food, the Department of Agricultural Marketing was selling 10 types of products, including potatoes, eggs, onions, and vegetables",Business,prothomalo,https://en.prothomalo.com/business/xv2xyhvmmm
"Prices of rice, oil, sugar, onion increase","Though the government has waved the duty tariff on the products to decrease the prices, the result is this is yet to become visible",Business,prothomalo,https://en.prothomalo.com/business/local/5wkz51xv98
What uncertainties does the economy face?,Economists and analysts feel that the government should speedily focus on the uncertainties that are cropping up in the economy of Bangladesh.,Business,prothomalo,https://en.prothomalo.com/business/local/a4lop3pm69
Bangladesh receives $1.53b in remittance in 19 days,Expatriate Bangladeshis sent around $1.53 billion in remittances during the first 19 days of October in the fiscal 2024-25.,Business,prothomalo,https://en.prothomalo.com/business/local/hehfdbvyk3
Post-revolution Bangladesh protests cost garment industry $400m,"The South Asian nation’s 3,500 garment factories account for around 85 per cent of its $55 billion in annual exports, but the unrest caused significant disruptions to the linchpin industry",Business,prothomalo,https://en.prothomalo.com/business/local/78vpbt9jmz
"Respite from fall in forex reserves, dollar market stable ","Since the political changeover in August, expatriates have been sending increased amounts of remittance through legal channels.",Business,prothomalo,https://en.prothomalo.com/business/local/s3knbstt64
"Egg price drops by Tk 25-30 per dozen ","To make egg affordable to people, the government has permitted its import with a reduced import duty",Business,prothomalo,https://en.prothomalo.com/business/local/53ztqmrebv
BCIC incurs losses for 24 yrs in 28 yrs of operation,The losses are mounting as most of its fertilizer manufacturing factories have been out of operation due to a gas crisis,Business,prothomalo,https://en.prothomalo.com/business/local/c8zcd9bzq9
"Gold breaks above $2,700 to record high",Concerns about the long-running war in Ukraine have added to the desire for safer investments,Business,prothomalo,https://en.prothomalo.com/business/8le2uld4rl
Govt decides to import another 45m eggs,"Sellers report a shortage of eggs in the market, which has driven prices up. According to data from the Department of Livestock Services, the country has a daily demand of approximately 50 million eggs",Business,prothomalo,https://en.prothomalo.com/business/local/tqanb3o15n
Govt plans to introduce pension for RMG workers: Asif,Labour and employment adviser Asif Mahmud Shojib Bhuiyan said the government planned to initiate pension scheme for readymade (RMG) workers to ensure their financial security after retirement.,Business,prothomalo,https://en.prothomalo.com/business/local/fintdn2p36
Prices of 12 essentials increased in just a week,"According to the state-run TCB, the price of 12 essentials including soybean oil, potatoes, onions and eggs increased in just a week. ",Business,prothomalo,https://en.prothomalo.com/business/local/lma951cqss
"UK inflation hits three-year low, fuelling rate-cut hopes",The inflation rate was lower than the 1.9 per cent rise that analysts forecast and has cemented expectations that the central bank would likely cut interest rates again in November,Business,prothomalo,https://en.prothomalo.com/business/tsu2axm6b8
Low supply drives price increases as produce changes hands,Due to untimely heavy rainfall the production of early verities of winter vegetables has reduced by 25 per cent. That’s why the additional price.,Business,prothomalo,https://en.prothomalo.com/business/local/i75uzn8jln
Govt to take hardline measures to control commodity prices: Asif,"The youth and sports adviser, Asif Mahmud Shojib Bhuiyan, has announced that the government will adopt hardline measures to control commodity prices.",Business,prothomalo,https://en.prothomalo.com/business/local/h7rg5usc6j
NBFI: Default loans rise by Tk 31b in six months,"The institutions that were already reeling from financial scams of Prashant Kumar (PK) Halder have registered the highest non-performing loans ",Business,prothomalo,https://en.prothomalo.com/business/local/loemuzbiha
China to issue $325b in special bonds to boost economy,"In the next three months, a total of 2.3 trillion yuan ( $325 billion) of special bond funds can be arranged for use in various places.",Business,prothomalo,https://en.prothomalo.com/business/global/hsgg41fp07
"Hilsa production goes up, so do prices","The price of hilsa fish does not decrease despite a significant increase in its production. Rather, it gets pricier in local markets. ",Business,prothomalo,https://en.prothomalo.com/business/local/4e4chqzlv0
World Bank trims Bangladesh growth forecast to 4pc in FY25,"Earlier in June, it predicted a 5.7 per cent growth for the Bangladesh economy in the fiscal year 2024-25.",Business,prothomalo,https://en.prothomalo.com/business/local/zrfnje89ua
Regulatory duty on sugar import halved to 15pc: NBR,"Following the reduction, import duty of non-refined sugar will reduce by Tk 11.18 per kg and import duty of refined sugar by Tk 14.26 per kg.",Business,prothomalo,https://en.prothomalo.com/business/local/wwt4uxu3sz
Govt emphasises raising collection of non-tax revenue,"The interim government has focussed its attention on raising non-tax revenue (NTR) to finance the national budget. ",Business,prothomalo,https://en.prothomalo.com/business/local/myyakcqitq
Green chilli price tops Tk 650 per kg in Chandpur’s Matlab South upazila,Prices of green chillies have reached Tk 600-650 per kg at the kitchens markets in Matlab South upazila of Chandpur,Business,prothomalo,https://en.prothomalo.com/business/local/v2waazkmo9
Govt forms task force to monitor market,The DNCRP will submit a report to the commerce ministry by 7:00 pm every day after compiling and reviewing reports received from different districts,Business,prothomalo,https://en.prothomalo.com/business/local/g82m7idn6n
"BFIU asks banks to freeze accounts of Summit’s Aziz Khan, family members",This is a part of the step the authorities have been taking since the fall of Awami League government in the face of student-people uprising on 5 August,Business,prothomalo,https://en.prothomalo.com/business/local/ucqwcv60sz
"Green chilli price tops Tk 400, vegetable prices on the rise too","Prices of green chillies soared to Tk 400 per kg at wholesale markets in Dhaka on Sunday from Tk 180-200 per kg a week ago. ",Business,prothomalo,https://en.prothomalo.com/business/local/u3c2hs684b
Union Bank: Cash transactions from mysterious accounts before election,"In September 2021, central bank officials discovered a discrepancy during an inspection of the vault at Union Bank's Gulshan branch, finding approximately Tk 190 million less than what was documented",Business,prothomalo,https://en.prothomalo.com/business/fssbqv2r5f
BSFIC owes Tk 93.38b to five state-run banks,"The industries ministry issued a letter to the financial institutions division, expressing inability to repay either of the down payment and installment. ",Business,prothomalo,https://en.prothomalo.com/business/local/g0ohkbqcb4
30pc factories open in Gazipur on weekend,"Unrest hit Gazipur recently after workers took to the streets demanding payment of arrears, disrupting the operation of most factories.",Business,prothomalo,https://en.prothomalo.com/business/local/8r9bl5lqqt
Less focus on reducing prices of daily essentials,"Market analysts believe that the move to raise interest rates is appropriate, as it will decrease the supply of money in the market, leading to reduced demand for products and potentially lowering inflation",Business,prothomalo,https://en.prothomalo.com/business/ik8kwwf22j
5 banks provide Tk 9.45b liquidity support to 4 fragile banks,"Four financially troubled banks have received Tk 9.45b in liquidity support from five stronger banks, backed by guarantees from Bangladesh Bank (BB).",Business,prothomalo,https://en.prothomalo.com/business/local/1mcuz3t0k4
"Inflation eases to 9.92pc, food inflation still above 10pc","The overall inflation surged to 11.66 per cent in July, and it was the highest feat recorded in the last one decade. ",Business,prothomalo,https://en.prothomalo.com/business/local/vz0551yfi7
RMG workers call off road-blockade after army assurance  ,"Workers from four factories under the Birds Group, who had been blocking the Nabinagar-Chandra highway in the Baipail area of Ashulia in Savar, have ended their two-day protest following assurances from the army.",Business,prothomalo,https://en.prothomalo.com/business/local/5pdf1sd5l9
"AL leader sells off 7,398 bhori gold from Samabaya Bank vaults","General clients took loans by depositing or mortgaging gold in the Bangladesh Samabaya Bank Limited. Its former chairman – Mohiuddin Ahmed, who is also joint general secretary of Awami League’s Dhaka south unit – sold off the customers' assets with fake ownership records.",Business,prothomalo,https://en.prothomalo.com/business/local/8l1j4hodxo
"Oil extends rally after Iran attack, Hong Kong soars again","Israel vowed it would make Iran “pay” for the launch, while Tehran threatened to hit all Israeli infrastructure if attacked",Business,prothomalo,https://en.prothomalo.com/business/c3tfafh2kd
IMF sees gradual return to economic normalcy in Bangladesh,IMF's review comes after Muhammad Yunus took office last month following the ousting of Prime Minister Sheikh Hasina amid deadly protests.,Business,prothomalo,https://en.prothomalo.com/business/local/e5br159508
Inward remittance rises 80.20pc in September,"Expatriate Bangladeshis sent US$2405 million remittances in September, 2024 which was 80.20 percent higher than the corresponding month of the previous year.",Business,prothomalo,https://en.prothomalo.com/business/local/mc8zsarntw
"Foreign loans: Less received, more repaid","ERD sources said Bangladesh repaid USD 1.1 billion in 2012-13 financial year. The amount surged to $2.01 billion after nearly 10 years, in 2021-22 fiscal year",Business,prothomalo,https://en.prothomalo.com/business/fvir414qxg
Meghna Group tops the billion-dollar club as BSRM returns,Eight business conglomerates of the country has entered the billion-dollar club in the export-import sector at the end of the 2023-24 fiscal,Business,prothomalo,https://en.prothomalo.com/business/local/6jk1aggimq
July-August revenue falls by Tk 54.56b,The visiting IMF delegation also expressed dissatisfaction over the downtrend in revenue collection at a meeting with the NRB officials in Dhaka recently.,Business,prothomalo,https://en.prothomalo.com/business/local/cq7es2jvah
IMF chief offers support for ‘Bangladesh 2.0’,"During the meeting, professor Yunus spoke about the six commissions that his interim government has set up to recommend vital reforms",Business,prothomalo,https://en.prothomalo.com/business/local/jjb1sljsws
Dhaka faces a bit of trouble over Russian loan repayments,"As Russian banks faced sanctions over the Russia-Ukraine war, they now want to take the interest money through the Chinese bank.",Business,prothomalo,https://en.prothomalo.com/business/local/gv7m7iju3r
Assets held abroad not mentioned in tax files,The NBR had kept no window for taxpayers to disclose their assets held aboard in the tax statement for the past 50 years since the independence until 2022.,Business,prothomalo,https://en.prothomalo.com/business/local/sleu267e5m
"Import falls, costs rise in July-August","Many traders, who were supporters of Awami League, went into hiding after the changed political situation on 5 August, thus, fewer LCs are being opened, affecting imports",Business,prothomalo,https://en.prothomalo.com/business/local/jcm17xrvuz
S Alam made that 10m taka housemaid's husband a bank officer,"S Alam Group gave direct appointment to the husband of S Alam's house help having Tk 10 million in bank, in the post of senior principal officer (SPO) at the Islami Bank violating rules. ",Business,prothomalo,https://en.prothomalo.com/business/local/nrw03dumzh
"Bangladesh in search of Tk 2tn laundered during Sheikh Hasina regime ","A heist of this order could not have taken place without the knowledge of the prime minister, says the BB governor ",Business,prothomalo,https://en.prothomalo.com/business/local/ei0z90i4v8
BEXIMCO laundered money through apparel export misinvoicing,"The money did not arrive in the country on time, thus, USD 80 million or Tk 9.57 billion got stuck in three countries including the United Arab Emirates.",Business,prothomalo,https://en.prothomalo.com/business/local/s4lx6b8qq2
Govt to review cost of 7 mega projects worth 2.3tn,"The IMED is reviewing the cost of these mega projects, while the white paper on the economy will look into the rationality and necessity of undertaking these projects.",Business,prothomalo,https://en.prothomalo.com/business/local/xf083e59l3
Tk 10m found in bank account of S Alam’s house help,"Around Tk 10 million (Tk 1 crore) has been found in the name of a house help of Saiful Alam, the owner of business conglomerate S Alam Group. The name of this house help is Marjina Akhter.",Business,prothomalo,https://en.prothomalo.com/business/local/9fx7me7xhc
Weak banks to get special cash support this week,"Some banks have already applied to the central bank to avail the cash support, while some others are expected to follow.",Business,prothomalo,https://en.prothomalo.com/business/local/8p1jkgkp8a
TCB begins selling essentials at subsidised rates from today,"A family will be able to purchase 5 kgs of rice at Tk 30 per kg, 2 litres of edible oil at Tk 100 per litre, and 2 kg of lentils at Tk 60 per kg",Business,prothomalo,https://en.prothomalo.com/business/local/2q42o6uukf
"Arrest warrant issued against Basic Bank's Bachhu, family members","A court in Dhaka today, Thursday issued arrest warrant against former Basic Bank chairman Sheikh Abdul Hai Bacchu and his four family members in a corruption case filed by the Anti-Corruption Commission (ACC).",Business,prothomalo,https://en.prothomalo.com/business/local/bgv0ifjxq3
Bangladesh seeks $5 bln in emergency support to boost forex reserves,"Bangladesh is under immense pressure to clear overseas purchase bills, particularly for essential imports",Business,prothomalo,https://en.prothomalo.com/business/local/96pa6e3cn2
Duty exemption of Tk 340b in FY 2022-23,The Bangladesh Customs under the NBR has prepared an account of duty exemptions made in the last three years,Business,prothomalo,https://en.prothomalo.com/business/local/v18iw3fbbh
US plans talks on economy with Dr. Yunus: FT report,"A delegation of treasury, state and trade officials, is expected to discuss Bangladesh’s fiscal and monetary policy and also the health of its financial system, the paper said",Business,prothomalo,https://en.prothomalo.com/business/local/9s9ztdxl50
Land of Tk 9b purchased under Liton Chowdhury’s pressure,Locals said a portion of the land compensation money has been embezzled by faking ownerships as there was no actual owner of char land.,Business,prothomalo,https://en.prothomalo.com/business/local/hwitr70gim
"Price of rice, chicken and eggs rise","The price of different variety of rice has increased by Tk 2-6 at retail. Besides, the prices of broiler chicken and eggs have also risen. However, prices of different types of vegetables have fallen further. ",Business,prothomalo,https://en.prothomalo.com/business/local/boe3mnc0z9
S Alam Group took more than half of total loans from Islami Bank: Chairman,"S Alam Group alone has taken more than half of the total loans of Islami Bank, recovering which is now the challenge for the bank, said the newly appointed chairman of the bank Md Obayed Ullah Al Masud.",Business,prothomalo,https://en.prothomalo.com/business/local/5iswzevdes
"NBR cuts duty on import of potato, onion and pesticide","The National Board of Revenue (NBR) has issued a notice reducing import duty on onion, potato and fertilizer, aiming to ease imports and increase the supply of these goods.",Business,prothomalo,https://en.prothomalo.com/business/local/o3n8avua9o
Govt working to bring back laundered money: BB governor,"The government is working to bring back the money laundered abroad and acquire local assets of the people, said Ahsan H Mansur",Business,prothomalo,https://en.prothomalo.com/business/local/qyvj0p659w
China’s Xi promises $50 billion for Africa over next 3 years,"More than 50 African leaders and UN Secretary General Antonio Guterres are attending this week’s China-Africa forum, according to state media",Business,prothomalo,https://en.prothomalo.com/business/global/7x0bwihw27
Open competition will be ensured in energy sector: Adviser,"The interim government will not promote any particular person or group to do business in the energy sector, power, energy and mineral resources affairs adviser Muhammad Fouzul Kabir Khan said",Business,prothomalo,https://en.prothomalo.com/business/local/x7slz8usyb
IFIC Bank set free from Salman F Rahman's control ,"The initiative aims at safeguarding interests of the depositors as well as the bank, in addition to ensuring good governance. ",Business,prothomalo,https://en.prothomalo.com/business/local/ato5f8tjj6
Palestinians build new lives in Cairo’s ‘Little Gaza’,"So less than four months after fleeing with his family to neighbouring Egypt from the besieged Palestinian territory, he opened his eatery in Cairo’s Nasr City neighbourhood",International,prothomalo,https://en.prothomalo.com/international/4s8n00iati
"Electoral votes: Trump 154, Harris 30 until 2am GMT","The early results were as anticipated, with the contest expected to come down to seven swing states: Arizona, Georgia, Michigan, Nevada, North Carolina, Pennsylvania and Wisconsin. Opinion polls showed the rivals neck and neck in all seven going into Election Day",International,prothomalo,https://en.prothomalo.com/international/americas/rzrfozv0ut
US election: Blue-collar Pennsylvania voters could be 'deciding factor',"The path to victory for both former president Trump and Vice President Harris likely runs through Pennsylvania, and largely white- and working-class Erie in the state's northwestern corner encapsulates many of its top issues.",International,prothomalo,https://en.prothomalo.com/international/americas/1lqdocj1yc
Harris or Trump? Long lines of voters in tense US election,"Millions of Americans headed to vote Tuesday in a presidential election defined by drama and uncertainty, with Kamala Harris and Donald Trump left to await the outcome of a desperately close race after months of intense campaigning.",International,prothomalo,https://en.prothomalo.com/international/americas/71fycqssz0
Harris or Trump: America decides in knife-edge election,Election Day voting began Tuesday after an extraordinary -- and for many unnerving -- US presidential race that will either make Kamala Harris the first woman president in the country's history or hand Donald Trump a comeback that sends shock waves around the world.,International,prothomalo,https://en.prothomalo.com/international/americas/2zwpt4muud
Qatar votes in referendum on scrapping legislative polls,Voters cast their ballots on constitutional changes that would scrap the legislative council polls.,International,prothomalo,https://en.prothomalo.com/international/middle-east/s3tkrmukq6
"How come Sheikh Hasina is in India, asks Jharkhand chief minister Hemant","BJP is desperate to defeat the JMM-Congress coalition government in Jharkhand this time. For quite some time now BJP has been intent on this purpose. They are using illegal entry as a major issue. The BJP leader Nishikant Dubey, elected from Godda in Jharkhand, had been vocal in the Lok Sabha about influx from Bangladesh long before the election was declared.",International,prothomalo,https://en.prothomalo.com/international/india/yd6a8rezrw
"Harris closes campaign in Philadelphia, Trump in Michigan on eve of deadlocked election","The campaign has seen head-spinning twists: two assassination attempts and a felony conviction for Republican former President Trump, and Democratic Vice President Harris’ surprise elevation to the top of the ticket",International,prothomalo,https://en.prothomalo.com/international/americas/9f48w5jitj
"Fear, hope and bluster for US voters as campaign hits climax","With polls opening across the United States just hours after each of the candidates were due to speak late on Monday, both sets of supporters will have their answers soon enough",International,prothomalo,https://en.prothomalo.com/international/hfb0m8gz12
Japan expresses concern to China over Russia-North Korea ties,"The United States and its allies say they believe up to 10,000 North Korean troops are on the brink of entering combat in Ukraine from Russia’s side",International,prothomalo,https://en.prothomalo.com/international/ney9ypu3c5
US election: When will we know who won?,"Under the US system, citizens do not vote directly for their leader. Instead, their ballots elect the 538 members of a group called the Electoral College, which then elects the president and vice president",International,prothomalo,https://en.prothomalo.com/international/americas/8bae4i06h3
